slot,property,value,sample_type_count,sample_types,primary_or_modification
nitrite,description,Concentration of nitrite in the sample,1,other-undescribed,modification
nitrite,description,Concentration of nitrite in the sample (Unit: umol/L or mg/L or ppm),2,"water, sediment",primary
nitrite,pattern,^\d+(\.\d+)?\s*(umol/L|mg/L|ppm)$,2,"water, sediment",primary
nitrite,title,nitrite,2,"other-undescribed, water",primary
nitrite,title,nitrite concentration,1,sediment,modification
nitrite,type,string,3,"other-undescribed, water, sediment",primary
nitro,description,Concentration of nitrogen (total),1,other-undescribed,modification
nitro,description,Concentration of nitrogen (total) (Unit: umol/L),2,"water, sediment",primary
nitro,pattern,^\d+(\.\d+)?\s*umol/L$,2,"water, sediment",primary
nitro,title,nitrogen,2,"other-undescribed, water",primary
nitro,title,nitrogen concentration,1,sediment,modification
nitro,type,string,3,"other-undescribed, water, sediment",primary
non_microb_biomass,description,Amount of biomass; should include the name for the part of biomass measured e.g.insect plant total (Unit: µm),3,"pure-culture, culture-environmental, plant",modification
non_microb_biomass,description,Amount of biomass; should include the name for the part of biomass measured e.g.insect plant total. Can include multiple measurements separated by ;,2,"other-undescribed, mixed-culture",primary
non_microb_biomass,description,Amount of non-microbial biomass measured. Include the name for the part of biomass measured e.g.insect plant total. Provide value and unit any unit is valid. (example: insect 5mg; plant 2ug/mL),3,"soil, water, sediment",modification
non_microb_biomass,pattern,^(\S+\s+\d+\s*\S+)(;\s*\S+\s+\d+\s*\S+)*$,3,"soil, water, sediment",modification
non_microb_biomass,title,non microbial biomass,8,"other-undescribed, soil, water, pure-culture, culture-environmental, mixed-culture, sediment, plant",primary
non_microb_biomass,type,string,8,"other-undescribed, soil, water, pure-culture, culture-environmental, mixed-culture, sediment, plant",primary
non_microb_biomass_method,description,Reference or method used in determining biomass,7,"other-undescribed, soil, water, pure-culture, culture-environmental, sediment, plant",primary
non_microb_biomass_method,title,non microbial biomass method,7,"other-undescribed, soil, water, pure-culture, culture-environmental, sediment, plant",primary
non_microb_biomass_method,type,string,7,"other-undescribed, soil, water, pure-culture, culture-environmental, sediment, plant",primary
non_min_nutr_regm,description,Information about treatment involving the exposure of plant to non-mineral nutrient such as oxygen hydrogen or carbon; should include the name of non-mineral nutrient amount administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple non-mineral nutrient regimens,4,"field-deployed-terraform, other-undescribed, terraform, plant",primary
non_min_nutr_regm,title,non mineral nutrient regimen,4,"field-deployed-terraform, other-undescribed, terraform, plant",primary
non_min_nutr_regm,type,string,4,"field-deployed-terraform, other-undescribed, terraform, plant",primary
org_carb,description,Concentration of organic carbon,1,other-undescribed,modification
org_carb,description,Concentration of organic carbon. Provide value and unit any unit is valid,2,"water, sediment",primary
org_carb,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"water, sediment",primary
org_carb,title,organic carbon,2,"other-undescribed, water",primary
org_carb,title,organic carbon concentration,1,sediment,modification
org_carb,type,string,3,"other-undescribed, water, sediment",primary
org_matter,description,Concentration of organic matter,1,other-undescribed,modification
org_matter,description,Concentration of organic matter (Unit: mg/L),2,"water, sediment",primary
org_matter,pattern,^\d+(\.\d+)?\s*mg/L$,2,"water, sediment",primary
org_matter,title,organic matter,1,other-undescribed,primary
org_matter,title,organic matter concentration,1,sediment,modification
org_matter,type,string,3,"other-undescribed, water, sediment",primary
org_nitro,description,Concentration of organic nitrogen,1,other-undescribed,modification
org_nitro,description,Concentration of organic nitrogen. Provide value and unit any unit is valid,2,"water, sediment",primary
org_nitro,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"water, sediment",primary
org_nitro,title,organic nitrogen,2,"other-undescribed, water",primary
org_nitro,title,organic nitrogen concentration,1,sediment,modification
org_nitro,type,string,3,"other-undescribed, water, sediment",primary
org_nitro_method,description,Method used for obtaining organic nitrogen,3,"other-undescribed, water, sediment",primary
org_nitro_method,title,organic nitrogen method,3,"other-undescribed, water, sediment",primary
org_nitro_method,type,string,3,"other-undescribed, water, sediment",primary
org_particles,description,concentration of particles such as faeces hairs food vomit paper fibers plant material humus etc.,1,other-undescribed,primary
org_particles,title,organic particles,1,other-undescribed,primary
org_particles,type,string,1,other-undescribed,primary
organism_count,description,Total cell count of any organism (or group of organisms) per gram volume or area of sample should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR atp mpn etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr),1,other-undescribed,primary
organism_count,title,organism count,1,other-undescribed,primary
organism_count,type,string,1,other-undescribed,primary
organism_name,description,Provide the scientific name (genus and species) of the host organism.,1,engineered-strain,primary
organism_name,title,organism name,1,engineered-strain,primary
organism_name,type,string,1,engineered-strain,primary
other,description,Other details about your sample that you feel can't be accurately represented in the available columns.,5,"other-undescribed, aerosol, aerosol-arm, sediment, monet-soil",modification
other,description,Other/additional details about your sample that you feel can't be accurately represented in ANY of the available columns.,11,"field-deployed-terraform, soil, water, pure-culture, culture-environmental, commercially-purchased, mixed-culture, terraform, synthesized-material, engineered-strain, plant",primary
other,title,other,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other,type,string,16,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other_growth_facil,description,Please specify if other,13,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, monet-soil, plant",primary
other_growth_facil,title,growth facility other,13,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, monet-soil, plant",primary
other_growth_facil,type,string,13,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, synthesized-material, monet-soil, plant",primary
other_samp_store_temp,description,Please specify if 'other',15,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other_samp_store_temp,title,other sample storage temperature,1,commercially-purchased,modification
other_samp_store_temp,title,sample storage temperature other,13,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, mixed-culture, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other_samp_store_temp,title,sample storage tempetature other,1,sediment,modification
other_samp_store_temp,type,string,15,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other_storage_condt,description,Please specify if 'other',4,"aerosol, aerosol-arm, sediment, monet-soil",modification
other_storage_condt,description,Please specify your storage conditions if 'other' and the available values are not appropriate,11,"field-deployed-terraform, soil, water, pure-culture, culture-environmental, commercially-purchased, mixed-culture, terraform, synthesized-material, engineered-strain, plant",primary
other_storage_condt,title,other storage conditions,1,commercially-purchased,modification
other_storage_condt,title,storage condition other,14,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other_storage_condt,type,string,15,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, monet-soil, engineered-strain, plant",primary
other_treatment,description,"If a treatment is applied to your samples and the provided ""treatment"" terms do not satisfy please add it here. Multiple treatments can be entered here separated by ;",2,"other-undescribed, mixed-culture",modification
other_treatment,description,Many sample treatment descriptor columns are available. If a treatment is applied to your samples and the provided treatment terms do not satisfy please add it here. Multiple treatments can be entered here separated by ;,12,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, sediment, terraform, monet-soil, plant",primary
other_treatment,title,other treatment,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, monet-soil, plant",primary
other_treatment,type,string,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, monet-soil, plant",primary
oxygen,description,Amount of oxygen measured in the air the day of sampling. (Unit: mg/L or ppm),1,aerosol,primary
oxygen,description,Amount of oxygen measured in the air the day of sampling. Provided by ARM,1,other-undescribed,modification
oxygen,pattern,^\d+(\.\d+)?\s*(mg/L|ppm)$,1,aerosol,modification
oxygen,title,oxygen,2,"other-undescribed, aerosol",primary
oxygen,type,string,2,"other-undescribed, aerosol",primary
oxygen_relationship,description,Oxygenation status of sample,11,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material",primary
oxygen_relationship,enum,aerobic|anaerobic|anoxic|facultative|microaerophilic|microanaerobe|obligate aerobe|obligate anaerobe,3,"soil, water, sediment",primary
oxygen_relationship,title,oxygen relationship,11,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material",primary
oxygen_relationship,type,string,11,"field-deployed-terraform, other-undescribed, soil, water, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material",primary
part_org_carb,description,Concentration of particulate organic carbon,1,other-undescribed,modification
part_org_carb,description,Concentration of particulate organic carbon. Provide value and unit any unit is valid.,2,"water, sediment",primary
part_org_carb,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"water, sediment",primary
part_org_carb,title,particulate organic carbon,2,"other-undescribed, water",primary
part_org_carb,title,particulate organic carbon concentration,1,sediment,modification
part_org_carb,type,string,3,"other-undescribed, water, sediment",primary
part_org_nitro,description,Concentration of particulate organic nitrogen,1,other-undescribed,primary
part_org_nitro,description,Concentration of particulate organic nitrogen. (Unit: ug/L or umol/L),1,water,modification
part_org_nitro,pattern,^\d+(\.\d+)?\s*(umol/L|ug/L)$,1,water,modification
part_org_nitro,title,particulate organic nitrogen,2,"other-undescribed, water",primary
part_org_nitro,type,string,2,"other-undescribed, water",primary
particle_class,description,Particles are classified based on their size into six general categories: clay silt sand gravel cobbles and boulders. Include amount of particle with units preceded by the name of the particle type; can include multiple values separated by ';'.,1,sediment,primary
particle_class,description,Particles are classified based on their size into six general categories:clay silt sand gravel cobbles and boulders; should include amount of particle preceded by the name of the particle type; can include multiple values,1,other-undescribed,modification
particle_class,title,particle class,2,"other-undescribed, sediment",primary
particle_class,type,string,2,"other-undescribed, sediment",primary
pathogenicity,description,To what is the entity pathogenic,4,"other-undescribed, pure-culture, culture-environmental, mixed-culture",primary
pathogenicity,title,known pathogenicity,1,culture-environmental,modification
pathogenicity,title,pathogenicity,3,"other-undescribed, pure-culture, mixed-culture",primary
pathogenicity,type,string,4,"other-undescribed, pure-culture, culture-environmental, mixed-culture",primary
perturbation,description,Type of perturbation e.g. chemical administration physical disturbance etc. coupled with perturbation regimen including how many times the perturbation was repeated how long each perturbation lasted and the start and end time of the entire perturbation period; can include multiple perturbation types,4,"other-undescribed, soil, water, sediment",primary
perturbation,title,perturbation,4,"other-undescribed, soil, water, sediment",primary
perturbation,type,string,4,"other-undescribed, soil, water, sediment",primary
pesticide_regm,description,Information about treatment involving use of insecticides; should include the name of pesticide amount administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple pesticide regimens,2,"other-undescribed, plant",primary
pesticide_regm,title,pesticide regimen,2,"other-undescribed, plant",primary
pesticide_regm,type,string,2,"other-undescribed, plant",primary
petroleum_hydrocarb,description,Concentration of petroleum hydrocarbon,1,other-undescribed,modification
petroleum_hydrocarb,description,Concentration of petroleum hydrocarbon (Unit: umol/L),2,"water, sediment",primary
petroleum_hydrocarb,pattern,^\d+(\.\d+)?\s*umol/L$,2,"water, sediment",primary
petroleum_hydrocarb,title,petroleum hydrocarbon,2,"other-undescribed, water",primary
petroleum_hydrocarb,title,petroleum hydrocarbon concentration,1,sediment,modification
petroleum_hydrocarb,type,string,3,"other-undescribed, water, sediment",primary
ph,description,pH measurement of the sample or liquid portion of sample or aqueous phase of the fluid,3,"other-undescribed, water, sediment",primary
ph,description,pH measurement of the sample or liquid portion of sample or aqueous phase of the fluid.,1,soil,modification
ph,title,pH,2,"other-undescribed, water",primary
ph,title,ph,2,"soil, sediment",modification
ph,type,number,4,"other-undescribed, soil, water, sediment",primary
ph_meth,description,Reference or method used in determining ph,4,"other-undescribed, soil, water, sediment",primary
ph_meth,title,pH method,2,"other-undescribed, water",primary
ph_meth,title,ph method,2,"soil, sediment",modification
ph_meth,type,string,4,"other-undescribed, soil, water, sediment",primary
ph_regm,description,Information about treatment involving exposure of plants to varying levels of ph of the growth media treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimen,2,"other-undescribed, plant",primary
ph_regm,title,pH regimen,2,"other-undescribed, plant",primary
ph_regm,type,string,2,"other-undescribed, plant",primary
phaeopigments,description,Concentration of phaeopigments; can include multiple phaeopigments,1,other-undescribed,modification
phaeopigments,description,Concentration of phaeopigments; can include multiple phaeopigments separated by a `;` (Unit: mg/cm3),2,"water, sediment",primary
phaeopigments,pattern,^\d+(\.\d+)?\s*mg/cm3(;\s*\d+(\.\d+)?\s*mg/cm3)*$,2,"water, sediment",primary
phaeopigments,title,phaeopigments,2,"other-undescribed, water",primary
phaeopigments,title,phaeopigments concentration,1,sediment,modification
phaeopigments,type,string,3,"other-undescribed, water, sediment",primary
phenotype,description,Provide the intended phenotype of the modified organism.,1,engineered-strain,primary
phenotype,title,phenotype,1,engineered-strain,primary
phenotype,type,string,1,engineered-strain,primary
phosphate,description,Concentration of phosphate,1,other-undescribed,modification
phosphate,description,Concentration of phosphate (Unit: umol/L),2,"water, sediment",primary
phosphate,pattern,^\d+(\.\d+)?\s*umol/L$,2,"water, sediment",primary
phosphate,title,phosphate,2,"other-undescribed, water",primary
phosphate,title,phosphate concentration,1,sediment,modification
phosphate,type,string,3,"other-undescribed, water, sediment",primary
phosplipid_fatt_acid,description,Concentration of phospholipid fatty acids; can include multiple values,1,other-undescribed,modification
phosplipid_fatt_acid,description,Concentration of phospholipid fatty acids; can include multiple values separated by `;`. Provide the phospholipid fatty acids followed by the measurement value ({phospholipid fatty acid name}{value} {unit}),2,"water, sediment",primary
phosplipid_fatt_acid,title,phospholipid fatty acid,2,"other-undescribed, water",primary
phosplipid_fatt_acid,title,phospholipid fatty acid concentration,1,sediment,modification
phosplipid_fatt_acid,type,string,3,"other-undescribed, water, sediment",primary
photochemical_exposure,description,This term is used to describe a chemical reaction caused by absorption of ultraviolet (wavelength from 100 to 400 nm) uv visible light (400–750 nm) or infrared radiation (750–2500 nm),3,"other-undescribed, aerosol, aerosol-arm",primary
photochemical_exposure,enum,ultraviolet|uv visible light|infrared,2,"aerosol, aerosol-arm",primary
photochemical_exposure,title,photochemical exposure,3,"other-undescribed, aerosol, aerosol-arm",primary
photochemical_exposure,type,string,3,"other-undescribed, aerosol, aerosol-arm",primary
photon_flux,description,Measurement of photon flux,1,other-undescribed,primary
photon_flux,description,Measurement of photon flux. Provide value and unit any unit is valid.,1,water,modification
photon_flux,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,1,water,modification
photon_flux,title,photon flux,2,"other-undescribed, water",primary
photon_flux,type,string,2,"other-undescribed, water",primary
plant_age,description,Age of plant at the time of sampling. Must provide unit,1,plant,primary
plant_age,pattern,^\d+(\.\d+)?\s*\w+$,1,plant,primary
plant_age,title,plant age,1,plant,primary
plant_age,type,string,1,plant,primary
plant_common_name,description,Common name of the plant.,1,plant,primary
plant_common_name,title,plant common name,1,plant,primary
plant_common_name,type,string,1,plant,primary
plant_disease_stat,description,List of diseases with which the plant has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org non-human host diseases are free text,1,plant,primary
plant_disease_stat,title,plant disease status,1,plant,primary
plant_disease_stat,type,string,1,plant,primary
plant_dry_mass,description,Measurement of dry mass. (Unit: kg or g),1,plant,primary
plant_dry_mass,pattern,^\d+(\.\d+)?\s*(kg|g)$,1,plant,primary
plant_dry_mass,title,plant dry mass,1,plant,primary
plant_dry_mass,type,string,1,plant,primary
plant_genotype,description,Observed genotype of the plant,1,plant,primary
plant_genotype,title,plant genotype,1,plant,primary
plant_genotype,type,string,1,plant,primary
plant_growth_med,description,Specification of the media for growing the plants or tissue cultured samples e.g. soil aeroponic hydroponic in vitro solid culture medium in vitro liquid culture medium.,2,"field-deployed-terraform, terraform",primary
plant_growth_med,description,Specification of the media for growing the plants or tissue cultured samples. Value is required to be a subclass from `plant growth medium exposure [PECO:0007147]`,1,plant,modification
plant_growth_med,pattern,^_*\s*[a-zA-Z\s]+\[PECO:\d+\]$,1,plant,primary
plant_growth_med,title,plant growth medium,3,"field-deployed-terraform, terraform, plant",primary
plant_growth_med,type,string,3,"field-deployed-terraform, terraform, plant",primary
plant_product,description,Substance produced by the plant where the sample was obtained from,2,"field-deployed-terraform, terraform",primary
plant_product,title,plant product,2,"field-deployed-terraform, terraform",primary
plant_product,type,string,2,"field-deployed-terraform, terraform",primary
plant_sex,description,Sex of the reproductive parts on the whole plant,1,plant,modification
plant_sex,description,Sex of the reproductive parts on the whole plant.,2,"field-deployed-terraform, terraform",primary
plant_sex,enum,Androdioecious|Androecious|Androgynomonoecious|Androgynous|Andromonoecious|Bisexual|Dichogamous|Diclinous|Dioecious|Gynodioecious|Gynoecious|Gynomonoecious|Hermaphroditic|Imperfect|Monoclinous|Monoecious|Perfect|Polygamodioecious|Polygamomonoecious|Polygamous|Protandrous|Protogynous|Subandroecious|Subdioecious|Subgynoecious|Synoecious|Trimonoecious|Trioecious|Unisexual,1,plant,modification
plant_sex,enum,Androdioecious|Androecious|Androgynomonoecious|Andromonoecious|Bisexual|Dichogamous|Diclinous|Dioecious|Gynodioecious|Gynoecious|Gynomonoecious|Hermaphroditic|Imperfect|Monoclinous|Monoecious|Perfect|Polygamodioecious|Polygamomonoecious|Polygamous|Protandrous|Protogynous|Subandroecious|Subdioecious|Subgynoecious|Synoecious|Trimonoecious|Trioecious|Unisexual,2,"field-deployed-terraform, terraform",primary
plant_sex,title,plant sex,3,"field-deployed-terraform, terraform, plant",primary
plant_sex,type,string,3,"field-deployed-terraform, terraform, plant",primary
plant_struc,description,Name of plant structure the sample was obtained from; for Plant Ontology (PO) (v releases/2017-12-14) terms see http://purl.bioontology.org/ontology/PO e.g. petiole epidermis (PO_0000051). If an individual flower is sampled the sex of it can be recorded here.,2,"field-deployed-terraform, terraform",primary
plant_struc,description,The plant strucutre that was sampled.,1,plant,modification
plant_struc,enum,seed|stem|leaf|root|fine roots|whole plant|rhizodeposits,1,plant,modification
plant_struc,enum,stem [PO:0009047]|leaf [PO:0025034]|root [PO:0009005]|fine root [BTO:0005194]|whole plant [BTO:0001461]|stamen [PO:0009029]|carpel [PO:0009030]|seed [PO:0009010],2,"field-deployed-terraform, terraform",primary
plant_struc,title,plant structure,3,"field-deployed-terraform, terraform, plant",primary
plant_struc,type,string,3,"field-deployed-terraform, terraform, plant",primary
plant_taxid,description,NCBI taxa ID of the plant from https://www.ncbi.nlm.nih.gov/taxonomy,1,plant,primary
plant_taxid,title,plant taxonomy identifier,1,plant,primary
plant_taxid,type,string,1,plant,primary
plant_wet_mass,description,Measurement of wet mass. (Unit: kg or g),1,plant,primary
plant_wet_mass,pattern,^\d+(\.\d+)?\s*(kg|g)$,1,plant,primary
plant_wet_mass,title,plant wet mass,1,plant,primary
plant_wet_mass,type,string,1,plant,primary
porosity,description,Porosity of deposited sediment is volume of voids divided by the total volume of sample,1,other-undescribed,primary
porosity,description,Porosity of deposited sediment is volume of voids divided by the total volume of sample (Unit: percent),1,sediment,modification
porosity,pattern,^\d+(\.\d+)?\s*percent$,1,sediment,modification
porosity,title,porosity,2,"other-undescribed, sediment",primary
porosity,type,string,2,"other-undescribed, sediment",primary
potassium,description,Concentration of potassium in the sample,1,other-undescribed,modification
potassium,description,Concentration of potassium in the sample (Unit: mg/L),2,"water, sediment",primary
potassium,pattern,^\d+(\.\d+)?\s*(mg/L|ppm)$,2,"water, sediment",primary
potassium,title,potassium,2,"other-undescribed, water",primary
potassium,title,potassium concentration,1,sediment,modification
potassium,type,string,3,"other-undescribed, water, sediment",primary
pre_treatment,description,the process of pre-treatment removes materials that can be easily collected from the raw wastewater,1,other-undescribed,primary
pre_treatment,title,pre-treatment,1,other-undescribed,primary
pre_treatment,type,string,1,other-undescribed,primary
pressure,description,Pressure to which the sample is subject to in atmospheres,1,other-undescribed,modification
pressure,description,Pressure to which the sample is subject to in atmospheres (Unit: atm),4,"field-deployed-terraform, water, sediment, terraform",primary
pressure,pattern,^\d+(\.\d+)?\s*atm$,4,"field-deployed-terraform, water, sediment, terraform",primary
pressure,title,pressure,5,"field-deployed-terraform, other-undescribed, water, sediment, terraform",primary
pressure,type,string,5,"field-deployed-terraform, other-undescribed, water, sediment, terraform",primary
pressure_control,description,Measurment of pressure applied to the sample during experimentation,1,other-undescribed,modification
pressure_control,description,Measurment of pressure applied to the sample during experimentation (Unit: Pa),2,"aerosol, aerosol-arm",primary
pressure_control,pattern,^\d+(\.\d+)?\s*Pa$,2,"aerosol, aerosol-arm",primary
pressure_control,title,pressure control,3,"other-undescribed, aerosol, aerosol-arm",primary
pressure_control,type,string,3,"other-undescribed, aerosol, aerosol-arm",primary
previous_land_use,description,Previous land use and dates,3,"other-undescribed, soil, monet-soil",primary
previous_land_use,title,previous land use,3,"other-undescribed, soil, monet-soil",primary
previous_land_use,type,string,3,"other-undescribed, soil, monet-soil",primary
previous_land_use_meth,description,Reference or method used in determining previous land use and dates,3,"other-undescribed, soil, monet-soil",primary
previous_land_use_meth,title,previous land use method,3,"other-undescribed, soil, monet-soil",primary
previous_land_use_meth,type,string,3,"other-undescribed, soil, monet-soil",primary
primary_prod,description,Measurement of primary production generally measured as isotope uptake,1,other-undescribed,primary
primary_prod,description,Measurement of primary production generally measured as isotope uptake. Provide value and unit any unit is valid.,1,water,modification
primary_prod,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,1,water,modification
primary_prod,title,primary production,2,"other-undescribed, water",primary
primary_prod,type,string,2,"other-undescribed, water",primary
primary_treatment,description,the process to produce both a generally homogeneous liquid capable of being treated biologically and a sludge that can be separately treated or processed,1,other-undescribed,primary
primary_treatment,title,primary treatment,1,other-undescribed,primary
primary_treatment,type,string,1,other-undescribed,primary
priority_order,description,Indicate the run order priority of your samples,3,"other-undescribed, aerosol, aerosol-arm",primary
priority_order,title,priority order,3,"other-undescribed, aerosol, aerosol-arm",primary
priority_order,type,number,1,aerosol-arm,modification
priority_order,type,string,2,"other-undescribed, aerosol",primary
product_name,description,Provide the name of the product used to create the synthetic material.,1,synthesized-material,primary
product_name,title,product name,1,synthesized-material,primary
product_name,type,string,1,synthesized-material,primary
production_method,description,A DOI or description of how the compound was produced if the commercially purchased material was altered,3,"other-undescribed, commercially-purchased, synthesized-material",primary
production_method,title,production method,3,"other-undescribed, commercially-purchased, synthesized-material",primary
production_method,type,string,3,"other-undescribed, commercially-purchased, synthesized-material",primary
profile_position,description,Cross-sectional position in the hillslope where sample was collected. Sample area position in relation to surrounding areas,2,"other-undescribed, soil",primary
profile_position,enum,Backslope|Footslope|Shoulder|Summit|Toeslope,1,soil,primary
profile_position,title,profile position,2,"other-undescribed, soil",primary
profile_position,type,string,2,"other-undescribed, soil",primary
propagation,description,This field is specific to different taxa. For phages: lytic/lysogenic for plasmids: incompatibility group for eukaryotes: sexual/asexual (Note: there is the strong opinion to name phage propagation obligately lytic or temperate therefore we also give this choice,1,other-undescribed,modification
propagation,description,This field is specific to different taxa. For phages: lytic/lysogenic for plasmids: incompatibility group for eukaryotes: sexual/asexual.,5,"field-deployed-terraform, pure-culture, culture-environmental, mixed-culture, terraform",primary
propagation,title,propagation,4,"other-undescribed, pure-culture, culture-environmental, mixed-culture",primary
propagation,title,propogation,2,"field-deployed-terraform, terraform",modification
propagation,type,string,6,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, mixed-culture, terraform",primary
radiation_regm,description,Information about treatment involving exposure of plant or a plant part to a particular radiation regimen; should include the radiation type amount or intensity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple radiation regimens,1,other-undescribed,primary
radiation_regm,title,radiation regimen,1,other-undescribed,primary
radiation_regm,type,string,1,other-undescribed,primary
rainfall_regm,description,Information about treatment involving an exposure to a given amount of rainfall treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens,2,"other-undescribed, plant",primary
rainfall_regm,title,rainfall regimen,2,"other-undescribed, plant",primary
rainfall_regm,type,string,2,"other-undescribed, plant",primary
reactor_type,description,anaerobic digesters can be designed and engineered to operate using a number of different process configurations as batch or continuous mesophilic high solid or low solid and single stage or multistage,1,other-undescribed,primary
reactor_type,title,reactor type,1,other-undescribed,primary
reactor_type,type,string,1,other-undescribed,primary
redox_potential,description,Redox potential measured relative to a hydrogen cell indicating oxidation or reduction potential,1,other-undescribed,modification
redox_potential,description,Redox potential measured relative to a hydrogen cell indicating oxidation or reduction potential (Unit: mV),4,"field-deployed-terraform, water, sediment, terraform",primary
redox_potential,pattern,^\d+(\.\d+)?\s*mV$,4,"field-deployed-terraform, water, sediment, terraform",primary
redox_potential,title,redox potential,5,"field-deployed-terraform, other-undescribed, water, sediment, terraform",primary
redox_potential,type,string,5,"field-deployed-terraform, other-undescribed, water, sediment, terraform",primary
ref_biomaterial,description,Primary publication for the biomaterial/sample,1,mixed-culture,modification
ref_biomaterial,description,Primary publication if isolated before genome publication; otherwise primary genome report.,5,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, terraform",primary
ref_biomaterial,title,reference for biomaterial,6,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, mixed-culture, terraform",primary
ref_biomaterial,type,string,6,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, mixed-culture, terraform",primary
replicate_number,description,If samples are biological replicates indicate the replicate number here.,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
replicate_number,title,replicate number,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
replicate_number,type,integer,14,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, synthesized-material, plant",primary
root_cond,description,Relevant rooting conditions such as field plot size sowing density container dimensions number of plants per container.,3,"field-deployed-terraform, terraform, plant",primary
root_cond,title,rooting conditions,3,"field-deployed-terraform, terraform, plant",primary
root_cond,type,string,3,"field-deployed-terraform, terraform, plant",primary
root_med_carbon,description,Source of organic carbon in the culture rooting medium. Provide as {carbon source} {value}{unit}. Can be multivalued separated by ;. Preferred unitl mg/L.,1,plant,modification
root_med_carbon,description,Source of organic carbon in the culture rooting medium. Provide the carbon source amount and unit. Formatted as source amount unit. Separated by ; for multiple carbon sources.,2,"field-deployed-terraform, terraform",primary
root_med_carbon,title,rooting medium carbon,3,"field-deployed-terraform, terraform, plant",primary
root_med_carbon,type,string,3,"field-deployed-terraform, terraform, plant",primary
