product_id,plate_barcode,timepoint_label,position,value,flag,violation_note
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G4,0.0884,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G5,0.1693,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G6,0.0961,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G7,0.0891,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G8,0.1357,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G9,0.0965,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G10,0.0983,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G11,0.0953,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,G12,0.0905,ok,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H1,0.0693,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H2,0.0716,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H3,0.0705,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H4,0.0699,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H5,0.0711,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H6,0.0710,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H7,0.0703,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H8,0.0681,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H9,0.0687,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H10,0.0712,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H11,0.0707,blank,
urn:amp2:prod:EPix1-t8h,EPix1,t=8h,H12,0.0698,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,A1,0.1368,ok,[V3] parent product missing timepoint_label
urn:amp2:prod:EPix1-t24h,EPix1,,A2,0.1578,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A3,0.1362,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A4,0.1352,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A5,0.1344,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A6,0.1458,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A7,0.1666,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A8,0.1344,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A9,0.1336,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A10,0.1352,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A11,0.1394,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,A12,0.1330,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B1,0.1358,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B2,0.1424,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B3,0.5724,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B4,0.1370,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B5,0.1386,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B6,0.1386,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B7,0.4286,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B8,0.1364,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B9,0.1372,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B10,0.1820,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B11,0.1380,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,B12,0.1342,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C1,0.1378,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C2,0.1390,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C3,0.1386,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C4,0.1368,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C5,0.1350,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C6,0.1354,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C7,0.1344,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C8,0.1370,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C9,0.1352,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C10,0.1358,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C11,0.1354,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,C12,0.1360,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D1,0.1482,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D2,0.3102,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D3,0.1366,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D4,0.2158,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D5,0.6642,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D6,0.1354,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D7,0.1372,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D8,0.1394,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D9,0.1360,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D10,0.1400,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D11,0.1374,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,D12,0.1354,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E1,0.2814,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E2,0.1346,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E3,0.1388,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E4,0.1368,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E5,0.1706,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E6,0.2652,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E7,0.1410,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E8,0.6382,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E9,0.1342,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E10,0.1482,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E11,0.1446,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,E12,0.2460,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F1,0.1418,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F2,0.1356,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F3,0.2442,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F4,0.1564,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F5,0.7188,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F6,0.2682,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F7,0.1586,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F8,0.1468,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F9,0.2248,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F10,0.1548,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F11,0.1524,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,F12,0.1918,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G1,2.4502,outlier,
urn:amp2:prod:EPix1-t24h,EPix1,,G2,0.1364,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G3,0.1466,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G4,0.1360,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G5,0.2604,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G6,0.1478,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G7,0.1370,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G8,0.2088,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G9,0.1484,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G10,0.1512,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G11,0.1466,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,G12,0.1392,ok,
urn:amp2:prod:EPix1-t24h,EPix1,,H1,0.0693,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H2,0.0716,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H3,0.0705,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H4,0.0699,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H5,0.0711,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H6,0.0710,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H7,0.0703,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H8,0.0681,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H9,0.0687,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H10,0.0712,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H11,0.0707,blank,
urn:amp2:prod:EPix1-t24h,EPix1,,H12,0.0698,blank,
